title,paragraphs,uuid,summary,link
SYSK Selects: Have all the good ideas already been discovered?," He clearly had never considered the Snuggie piece Josh nice or anything that's been invented since 1900  So here's what I'm gonna say  I'm gonna go ahead and give you my summation early on  Okay, is that I think people think at various times in history that they've plateau, and then I think things happen",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," People come along innovators, and then they reach new heights and they go Oh, well, we didn't know that right? And we're there are new ideas, right? It's almost It almost displays a shameful lack of historic awareness to say we've reached the end of all of our good ideas  It's just silly  It's just ask him to be made a fool of yeah, or for people that maybe people do that on purpose to go the innovators in the saint  Oh, yeah, using reverse psychology, you know, that's how innovation work  You might as well just give up",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Reverse psychology drives innovation, but the government There are people, though, that say that technological that really technological innovation has been stalled for quite a while  Yes, after the nineties computer revolution, everything else since then has kind of been like, ah, packaging it in better looking cases and sleeker designs  And it's all like, design oriented it is, or marketing oriented marketing or insure  These these guys Cedric Leg Air and Eric Veered Oh, we're both with scheme of business school basically say smart phones",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Yes, they seem incredibly new and cutting edge, but really, they're just the packaging of several already extent technologies into a really sharp looking handheld device  But there's still a new idea  I would argue it is still a new idea, but I think what their point is is saying like before the late nineties, before the eighties, let's say, with computers  But especially the tech boom of the telecom boom of the late nineties",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Yeah, like this stuff wasn't around was not true innovation, right? It's kind of repurpose ing and what you were saying, like the cosmetic changes to a computer? Um, one of the reasons why they believe that this is going on is because we've come to a point in the computer revolution, I think, Chuck, where, um, it's not you can still make tons of cash just by changing the casing of a CPU  Yeah, there's like no money  And innovation basically isn't",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," What I got from this one article is that innovation cost more than it's worth when you can just repackage what you've got in a sleeker design and people buy it up  Exactly  Um, these two authors of this article predict that we're gonna have to trends that will drive innovation, I guess  Currently, right? Yes, that consolidation we're basically like, especially with either  I think they're talking just about computers",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Yeah, because they're saying the big hardware firms, they're going to all consolidate all of the smaller hardware firms right to where they're just basically be like the big three or five  And that will leave it to the software firms to compete and innovate so well Seymour innovation in the software siro than the hardware side  Right? And they're also saying that, um, the green boom is going to sure drive innovation that makes sense  Like coming up with sustainable packages or sustainable solutions  Yeah, totally",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," One of the other things they pointed out thought was interesting was the M  They said They said the tech, they call it the tech refresh cycle is too small right now  Yeah  So what's happening is they'll say you like your CD  Well, you're gonna love the Super Audio CD or Billy Ray  You like your DVD  You're gonna love Blue Ray, but gets what's coming up after Blue Ray  It's gonna be like Super Blue Ray  It's happening so fast  People aren't abandoning their current systems",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," They're just like, you know what? I'm gonna hold on because I don't wanna be the guy stuck with the laser disc player in a couple of years, right? So all of a sudden the same thing happens  No one's buying it, so it's not worth as much money  Which means that nobody's putting any effort into it and money into it  So innovation ceases  Right? And there's a guy named Edmund Phelps who's a professor of political economy at Columbia University, right? Yeah, and he's basically kind of saying the same thing",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," He's saying that, um, there's not enough money going toward innovation, But rather than the with the onus being put on consumers not buying ble raise out of fear of looking like laser disc jerks, Um, it's actually government in big business  That's not pouring money into small innovators",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Yeah, he said, that's the innovation is the only thing not subsidized by the United States government, which he says is actually attacks in a way, because it's not being subsidized sort of a reach you could definitely Yeah, you know, I think a lot of this guy's points air reached, but, um, what he's suggesting is if the government isn't pouring money into big business so that they can pour money into E, I guess Small venture firm  Yeah  Um, these people who are in their garages aren't going to take risks going to innovate  There's no incentive",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," I disagree with this  I dispute this because he's saying, like the people who do work in their garages and you know, are the Steve Jobs and Bill Gates in the seventies that they were driven by this lust for money  Exactly  And I think that's wrong  I think that people innovate first and foremost to get this idea out of their head and Berlin the reality, right? I'm glad you said this because I completely agreed, regardless of what you think of the Facebook  Mark Zuckerberg didn't invent Facebook to make gobs of money",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," So he invented to make real friends  Yeah, Thio innovate  And that's what that's my point that you made Is that these people in the garage the true innovators, they don't care if they have two pennies to rub together  They're still gonna be trying to innovate and make a name for themselves and come up with something awesome  Right now, there are people out there who are trying to innovate for, you know, the riches  Snuggie, you're the guy who invented the Snuggie wasn't in his garage and just wanted to get this out",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Or else I'm never gonna see Yeah, that's the people that are looking for the next get rich quick thing  But I think you can also make a point that, um when you introduce money to innovation, it leads to actual stagnation  Yeah, because when you introduce money, there's now, um, something to lose and people are less willing to take risks and risk is one of the driving with the willingness to take risk is one of the driving forces of innovation, you know? Yeah, thanks, Problems  It's human nature to hate problems",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," But why is that? After all, problems inspire us to mend things bend things make things better  That's why so many people work with IBM on everything from city traffic, toe ocean, plastic, new schools to new energy flight delays to food safety, smart loves problems  IBM  Let's put smart toe work  Visit IBM dot com slash smart toe learn more  Phelps had a good idea, and this will never happen, of course, because it's a good idea to create the first national Bank of innovation  All capitalized  Not all caps, but each word is capital  He should do it",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," L all in all caps with a exclamation points  But basically, it would be a bank that you could go and partner, you know, as a start up company and partner with his bank for financing  And you know what? I would get some sort of low interest loans to spur innovation  Right? That was a great idea  So it is  It is a good idea, and this does happen in the real world, and the government does pour money into innovation  He's not exactly correct in that sense",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," And I also kind of resented that he placed big business in between, you know, people in their garage innovating and government subsidies  We have to have big business, give them the money, and then I skim a little off the top and give it to this guy in the garage  He drawn broad strokes here for sure, there are government programs, and we'll talk about one from the National Institutes of Health, where the government says, Hey, you have a really good idea  Mr  Or Ms Research scientist",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," And we're gonna give you enough money to survive for three years  Yeah, because the deal is you can always get grants if you know you put together a nice package  But this program with the N i H  What's it called the ah, New innovator or directors New Innovator Award  Yeah, this is intended for people who have such a good idea  But it's so new that they don't have the data to write a grant for people to say, like, looks like you're on to something here",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," So they're sort of throwing money at stuff that's like, You know, you're the dude in the garage and we believe in this idea  Go see what you can find out, right? And we're keeping big business out of the way  Yes, but now that and I h owned you for the rest of your career and probably so yeah, so let's talk about there's three people at U  C  L  A  That got these grants recently and they're up to some kind of some interesting one could say innovative stuff  All right",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," They have some good ideas, hugely innovative about how Thio approach problems like the Professor Dino de Carlo  All these think these people are younger than us, By the way, I'm sure they're, um Dino De Carlo is working on ways to basically apply heat or pressure or chemicals to very specific sites in cells using nano particles and magnets, which is tough  It sounds like a winning idea  To me, it iss basically one of the big problems we have with getting cells engineering cells to do specific things like, um, I don't know, attack other cells for fun",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Like you tell me  That wouldn't be like the big Christmas gift this year  If you could, like, make cells fight with one another finger under a microscope, huh? Um, then what? You have to basically try to engineer the cell, you know, time after time after time, and basically program it to do what you want it to dio What did Carlos coming up with is a way to use, um, very tiny magnets and even tinier nano particles that can basically you",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," My brain is so small when you move the magnet with a joystick, it attracts the nanoparticles in a certain direction or whatever  And you can have the nanoparticles apply heat or pressure or a specific chemical to a specific site on a cell and directed to go attack another cell for your pleasure  That's awesome  Your amusement  So 1 5 mill goes to ah DiCarlo And for good reason for a good reason  Uh, the other winner, one of the other winners was huge flying and you came up with Ah, basically, I'm gonna break this down easy",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Instead of saying let me come up with a cure for cancer, Huang said, let me come up with a way to detect cancer so early, like way earlier than we have ever detected it before  That we can stop in his track, essentially curing cancer  Yes, and he's doing this  Uh, actually, I don't know is the thing is that she she she's doing this, um, through ah nano material called graphene that is just one atom thick  Yes, Graphene is like this super clearly not of this world material  It's literally a carbon atom thick  That's it",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," So it is a center for biological sensor to tell you when cells aren't doing the things that should be doing  So did you know a gram of this stuff flattened covers a football field? A Graham Wow  It's ultra light  That is thin, my friend  It's one Adam thin  So 1 5 mill tick you, Wang, Right? Well, did you explain how Oh, no  Let me try my hand at this  OK, so basically, what you do is you, um you put a graphene conductor on transistor, um, in a cell",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," And when these biological markers writes a hist owns or something like that, start to accumulate, they're attracted to the graphene  And these, by the way, these biological markers we found are correlated with the growth of cancer, right? The origin of candy  Yeah, that's where they're starting and win  Some of these markers, like, are attracted to the graphing  They create an electrical charge that weaken sense  And the graphene is so thin",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," But so Kylie conductive that with just a couple of these molecules attaching to the graphene, we would be able to detect it to be like right  It would be like, Oh, crap, You have cancer and we cure it  Right then  Wow  Yeah, that's awesome  Yeah, and that's a good way to approach a cure for cancer  If he asked me, did I explain that? Well, I think so",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," I think that the last winner this year was Ah Jin Young Lee and ah Jin is trying to debug the brain circuit using, you know, we have the Wonder machine, which is your favorite thing in the world  The f m r I  Which measures Ah, uh, measures measures blood and oxygen levels in the brain  So it tells you these areas light up there called bold signals blood and oxygen level dependent  They light up to correspond a certain brain  Right",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," And we've talked about this before, like you're seeing that there's more oxygen that's going to that part of the brain  So we've assumed this is the basis of the f m R  I, right? If it has more oxygen being delivered to it, that must mean that that region of the brain is active  When you show somebody a picture of you know, their kid, like being carried away into a van, right that you know, that's the fear region right here  Um, that doesn't really say anything, though, and it doesn't it  Well, it's also implicate",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
SYSK Selects: Have all the good ideas already been discovered?," Well, it's It's not  It's showing  Okay, well, there's more oxygen in this region  Right? Right  What? This is what Jin Young Lee is looking at is, um how what specifically on the neuronal level is being activated right  He's using opted genetics, right? So it's going to be called the O F M r I  And that's beyond even what we thought was the Wonder Machine  So this is the super duper Wonder machine",a99e0858-6066-406d-9c85-c754b10bae33,"It's no secret that human beings have an obsession with innovation -- but has our species already found every good idea? As Josh and Chuck break down the continuing search for the next great idea, they touch on everything from hand tools to cancer cures.
 Learn more about your ad-choices at https://news.iheart.com/podcast-advertisers",https://www.podtrac.com/pts/redirect.mp3/traffic.megaphone.fm/HSW8053144615.mp3
